pano,pmes,conglome,submuestra,vivienda,hogar,codperso,dominio,estrato,codpanel,p103,p104,p105,p106,p107,p108,p109a,p109b,p109c,p200n,p200i,p200a,p200b,p200bb,p200c,p200d,p200dd,p200e,p200f,p200g,p201,p202,p203,p204,p2041,p2042,p2043,p2044,p2045,p2046,p2047,p2048,p2049,p20410,p20411,p204a,p205a,p206,P206AA,p207a,p207b,p208b1,p208b2,p208b3,p209a,p209b,p209c,p209d,p209e,p209f,p209g,p209t,p209bb,p209cc,p209h,p209ee,p210,p211a,p211b,p212a,p212b,p212c,p212d,p212e,p213,p214,p215,p216,p217,p218,p219,p220,p222,P223A1,P223A2,P223A3,P223A4,P223A5,P223A6,P223A7,P224,P225,ocu200,i211a,i211b,i212a,i212b,i212c,i212d,ingtot,ingprin,resident,fa_fma22
2022,04,024211,005,0189,11,02,8,1,22041102,2,1,2, ,2,74,5,2, ,2,2,24,4,2022,30,4,2022,5,2,1948,1, , , , , , , , , , , , , , ,522,5630,2, ,1,1,1,2,2022,8,8,8,8,8,8,8,56,1, ,1,2, , , ,300,22, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,1,4,1, , ,300,22, , ,322,322,1,699.559658102277
2022,04,024211,005,0189,11,03,8,1,22041103,3,1,2, ,1,48,8,3, ,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024430,005,0127,11,01,8,1,21041101,1,1,2, ,1,42,8,3, ,1,1,27,3,2022,2,4,2022,9,9,1979,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,7,4,1,5,0,0,0,0,0,0,1,1,4,2, , , , , , , , ,1,820.99052545187
2022,04,024430,005,0127,11,02,8,1,21041102,3,1,2, ,1,12,4, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,024430,005,0127,11,03,8,1,21041103,3,1,2, ,2,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,024430,005,0128,11,01,8,1,21041101,1,1,2, ,1,53,6,5, ,1,1,3,4,2022,9,4,2022,14,12,1968,1, , , , , , , , , , , , , , ,885,4921,1, ,1,2,4,2,2021,0,12,12,12,12,12,0,60,1, ,2,2, , , ,1299,0, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,1,4,1, , ,1299,0, , ,1299,1299,1,641.339566478215
2022,04,024430,005,0128,11,02,8,1,21041102,2,1,2, ,2,52,6,5, ,2,2,3,4,2022,9,4,2022,10,7,1969,1, , , , , , , , , , , , , , ,922,4782,2, ,1,1,4,2,2021,0,5,11,5,6,5,10,42,2,50,1,1, , , ,173,20,720,0,0, , , , , , , , ,5,0,0,0,0,0,0,1,4,4,1, , ,173,20,720,0,913,193,1,582.966381751897
2022,04,024430,005,0128,11,03,8,1,21041104,3,1,2, ,2,30,9,1, ,3,3,3,4,2022,9,4,2022,26,3,1992,1, , , , , , , , , , , , , , ,572,4761,2, ,1,1,99,99,2020,5,9,9,9,9,9,9,59,1, ,2,2, , , ,200,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,200,0, , ,200,200,1,793.069380058007
2022,04,024430,005,0128,11,04,8,1,21041105,4,1,2, ,1,37,6,5, ,4,4,3,4,2022,9,4,2022,5,11,1984,1, , , , , , , , , , , , , , ,885,4921,3,5,2, ,99,99,2019,10,10,10,0,10,10,10,60,1, ,1,2,4,1800,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,1800,0, , , , ,1800,1800,1,820.99052545187
2022,04,024430,005,0128,11,05,8,1,21041106,10,1,2, ,2,7,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,024430,005,0128,11,06,8,1,21041107,10,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,024430,005,0129,11,01,8,1,21041101,1,1,2, ,1,62,5,3, ,1,1,3,4,2022,9,4,2022,19,7,1959,1, , , , , , , , , , , , , , ,885,4923,2, ,1,1,99,99,2015,0,0,0,6,6,6,6,24,2,45,1,2, , , ,866,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,1,1,1, , ,866,0, , ,866,866,1,641.339566478215
2022,04,024430,005,0129,11,02,8,1,21041102,2,1,2, ,2,60,4,5, ,2,2,3,4,2022,9,4,2022,22,8,1961,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,7,0, ,1,6,0,0,0,0,0,0,1,1,1,3, , , , , , , , ,1,582.966381751897
2022,04,024430,005,0129,11,03,8,1,21041103,3,1,2, ,2,28,8,3, ,3,3,3,4,2022,9,4,2022,18,11,1993,1, , , , , , , , , , , , , , ,454,8690,3,5,1,3,15,1,2022,0,9,0,9,0,0,9,27,1, ,1,2,3,300,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,600,0, , , , ,600,600,1,793.069380058007
2022,04,024430,005,0129,11,04,8,1,21041104,3,1,2, ,1,18,6,5, ,4,4,3,4,2022,9,4,2022,11,2,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,772.848170330013
2022,04,024430,005,0131,11,01,8,1,21041101,1,1,2, ,2,32,10,6, ,1,1,27,3,2022,2,4,2022,15,10,1989,1, , , , , , , , , , , , , , ,455,8220,3,5,2, ,99,99,2017,8,8,8,0,8,8,8,48,1, ,1,2,4,930,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,930,0, , , , ,930,930,1,793.069380058007
2022,04,024430,005,0131,11,02,8,1,21041102,5,1,2, ,2,61,3,3, ,2,2,27,3,2022,2,4,2022,28,7,1960,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , ,0, ,1,6,1,0,0,0,0,0,0,1,1,4, , , , , , , , ,1,582.966381751897
2022,04,024445,005,0108,11,01,8,1,21041101,1,1,2, ,1,90,6,5, ,1,1,3,4,2022,9,4,2022,18,6,1931,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,555.82762428112
2022,04,024445,005,0108,11,02,8,1,21041102,2,1,2, ,2,86,4,5, ,2,2,27,3,2022,2,4,2022,6,3,1936,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,505.237530851644
2022,04,024445,005,0108,11,03,8,1,21041103,3,1,2, ,1,55,10,5, ,3,3,27,3,2022,2,4,2022,26,11,1966,1, , , , , , , , , , , , , , ,922,4782,2, ,1,1,4,5,2021,0,3,0,3,0,3,3,12,2,40,1,2, , , ,900,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,900,0, , ,900,900,1,555.82762428112
2022,04,024445,005,0109,11,01,8,1,21041101,1,1,2, ,2,51,8,3, ,1,1,3,4,2022,9,4,2022,24,11,1970,1, , , , , , , , , , , , , , ,352,9700,6, ,1,3,7,7,2021,0,10,0,10,0,10,0,30,1, ,2,2,2,240,45, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,1039,195, , , , ,1234,1234,1,505.237530851644
2022,04,024445,005,0109,11,02,8,1,21041103,3,1,2, ,1,26,9,4, ,2,2,3,4,2022,9,4,2022,30,6,1995,1, , , , , , , , , , , , , , ,572,4741,3,5,2, ,99,10,2021,4,4,0,4,4,4,4,24,1, ,2,2,4,550,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,550,0, , , , ,550,550,1,711.525122058288
2022,04,024445,005,0109,11,03,8,1,21041104,3,1,2, ,1,20,6,5, ,3,3,3,4,2022,9,4,2022,26,11,2001,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,5,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,669.801747619344
2022,04,024445,005,0110,11,01,8,1,22041101,1,1,2, ,1,73,10,5, ,1,1,27,3,2022,2,4,2022,2,3,1949,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,555.82762428112
2022,04,024445,005,0110,11,02,8,1,22041102,2,1,2, ,2,72,10,5, ,2,1,27,3,2022,2,4,2022,99,99,1950,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,505.237530851644
2022,04,024445,005,0111,11,01,8,1,21041101,1,1,2, ,1,50,6,5, ,1,0,3,4,2022,9,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024445,005,0111,11,02,8,1,21041102,2,1,2, ,2,53,6,5, ,2,0,3,4,2022,9,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024445,005,0111,11,03,8,1,21041103,3,1,2, ,2,31,10,5, ,3,0,3,4,2022,9,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024445,005,0111,11,04,8,1,21041104,3,1,2, ,2,24,10,6, ,4,0,3,4,2022,9,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024445,005,0111,11,05,8,1,22041105,9,2, ,1,1,31,8,3, ,5,5,3,4,2022,9,4,2022,10,11,1990,1, , , , , , , , , , , , , , ,381,3600,3,3,2, ,99,7,2020,0,8,8,8,8,8,0,40,1, ,2,2,4,2000,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,3,4,1,2000,0, , , , ,2000,2000,1,711.525122058288
2022,04,024669,005,0145,11,01,8,1,21041101,1,1,2, ,1,37,10,5, ,1,1,3,4,2022,9,4,2022,7,1,1985,1, , , , , , , , , , , , , , ,361,4649,3,5,1,19,99,6,2017,0,9,0,9,9,9,5,41,2,48,1,2,4,3000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,3000,0, , , , ,3000,3000,1,492.594315271122
2022,04,024669,005,0145,11,02,8,1,21041102,2,1,2, ,2,34,8,3, ,2,2,3,4,2022,9,4,2022,19,8,1987,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,475.841628034804
2022,04,024669,005,0145,11,03,8,1,21041103,3,1,2, ,2,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,024669,005,0145,11,04,8,1,21041104,3,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,024669,005,0147,11,01,8,1,21041101,1,1,2, ,2,58,4,5, ,1,0,3,4,2022,9,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024669,005,0147,11,02,8,1,21041102,3,1,2, ,2,38,10,5, ,2,0,3,4,2022,9,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024669,005,0147,11,03,8,1,21041103,3,1,2, ,2,36,10,5, ,3,3,3,4,2022,9,4,2022,25,5,1985,1, , , , , , , , , , , , , , ,352,8610,3,2,2, ,99,99,2009,0,12,12,0,0,0,12,36,1, ,1,2,4,2500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2500,0, , , , ,2500,2500,1,475.841628034804
2022,04,024669,005,0147,11,04,8,1,21041104,3,1,2, ,1,23,9,4, ,4,0,3,4,2022,9,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024669,005,0149,11,01,8,1,21041101,1,1,2, ,1,72,5,1, ,1,1,3,4,2022,9,4,2022,13,8,1949,1, , , , , , , , , , , , , , ,783,4321,2, ,1,1,99,99,1982,0,6,6,6,6,6,6,36,1, ,1,2, , , ,600,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,600,0, , ,600,600,1,384.803739886929
2022,04,024698,005,0138,11,01,8,1,21041101,1,1,2, ,1,56,9,1, ,1,0,24,4,2022,30,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024698,005,0138,11,02,8,1,21041102,2,1,2, ,2,57,6,5, ,2,2,17,4,2022,23,4,2022,24,1,1965,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,660.69523265215
2022,04,024698,005,0138,11,03,8,1,21041103,3,1,2, ,2,35,10,5, ,3,0,24,4,2022,30,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024698,005,0138,11,04,8,1,21041104,3,1,2, ,2,29,10,5, ,4,0,24,4,2022,30,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024698,005,0139,11,01,8,1,21041101,1,1,2, ,1,60,6,5, ,1,0,24,4,2022,30,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024698,005,0139,11,02,8,1,21041102,2,1,2, ,2,52,6,5, ,2,2,17,4,2022,23,4,2022,5,5,1969,1, , , , , , , , , , , , , , ,574,4781,2, ,1,1,15,3,2019,9,9,9,9,9,9,9,63,1, ,1,2, , , ,1039,260, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,1039,260, , ,1299,1299,1,660.69523265215
2022,04,024698,005,0139,11,03,8,1,21041103,3,1,2, ,2,33,10,6, ,3,0,24,4,2022,30,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024698,005,0139,11,04,8,1,21041104,4,1,2, ,1,31,6,5, ,4,0,24,4,2022,30,4,2022, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1,0
2022,04,024698,005,0139,11,05,8,1,21041105,10,1,2, ,1,7,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,024698,005,0140,11,01,8,1,21041101,1,1,2, ,1,44,6,5, ,1,1,17,4,2022,23,4,2022,16,7,1977,1, , , , , , , , , , , , , , ,983,4100,4,5,1,5,15,4,2022,0,8,8,8,8,8,8,48,1, ,1,2,1,60,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1500,0, , , , ,1500,1500,1,930.455928845453
2022,04,024698,005,0140,11,02,8,1,21041102,3,1,2, ,1,23,6,5, ,2,2,24,4,2022,30,4,2022,16,5,1998,1, , , , , , , , , , , , , , ,987,4923,4,5,1,30,15,7,2021,0,8,8,8,8,8,8,48,1, ,1,2,4,980,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,980,0, , , , ,980,980,1,875.894593040681
2022,04,024698,005,0140,11,03,8,1,21041103,3,1,2, ,2,17,5,4, ,3,2,24,4,2022,30,4,2022,12,4,2005,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,2,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,957.831679483584
2022,04,024698,005,0140,11,04,8,1,21041104,5,1,2, ,2,70,4,5, ,4,1,24,4,2022,30,4,2022,5,7,1951,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , ,0, ,1,6,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,660.69523265215
2022,04,024698,005,0155,11,01,8,1,21041101,1,1,2, ,1,50,6,5, ,1,1,24,4,2022,30,4,2022,19,6,1971,1, , , , , , , , , , , , , , ,785,2511,4,5,1,20,99,99,2012,0,10,10,10,10,10,0,50,1, ,1,2,2,480,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2078,0, , , , ,2078,2078,1,726.851508675311
2022,04,024698,005,0155,11,02,8,1,21041102,2,1,2, ,2,50,6,5, ,2,2,24,4,2022,30,4,2022,31,5,1971,1, , , , , , , , , , , , , , ,522,5610,1, ,1,5,99,99,2019,0,10,10,10,10,10,10,60,1, ,1,2, , , ,2000,831, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,5,1, , ,2000,831, , ,2831,2831,1,660.69523265215
2022,04,024698,005,0155,11,03,8,1,21041103,3,1,2, ,2,17,6,5, ,3,3,24,4,2022,30,4,2022,23,7,2004,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , ,0, ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,957.831679483584
2022,04,024698,005,0155,11,04,8,1,21041104,3,1,2, ,1,16,6,5, ,4,4,24,4,2022,30,4,2022,1,6,2005,1, , , , , , , , , , , , , , ,523,5610,5,5,1,5,15,5,2020,0,3,3,3,3,3,3,18,1, ,1,2, , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , , , , , ,0,0,1,875.894593040681
2022,04,025133,005,0129,11,01,8,1,21041102,1,1,2, ,1,32,6,5, ,1,1,10,4,2022,16,4,2022,2,10,1989,1, , , , , , , , , , , , , , ,921,4782,2, ,1,1,99,99,2015,0,10,10,10,10,0,12,52,2,70,2,2, , , ,1299,32, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,1299,32, , ,1331,1331,1,602.059718664705
2022,04,025133,005,0129,11,02,8,1,21041103,4,1,2, ,2,25,6,5, ,2,2,10,4,2022,16,4,2022,7,10,1996,1, , , , , , , , , , , , , , ,984,1410,4,5,1,50,20,1,2022,0,12,12,12,0,12,12,60,2,70,1,1,2,250,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,1083,0, , , , ,1083,1083,1,581.584212042538
2022,04,025133,005,0129,11,03,8,1,21041104,10,1,2, ,1,12,3, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,025133,005,0129,11,04,8,1,21041105,10,1,2, ,2,8,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,025133,005,0130,11,01,8,1,21041101,1,1,2, ,1,64,5,2, ,1,1,17,4,2022,23,4,2022,10,8,1957,1, , , , , , , , , , , , , , ,861,4100,4,5,2, ,99,99,2007,0,8,8,8,8,8,8,48,1, ,2,2,2,600,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,1,4,1,2598,0, , , , ,2598,2598,1,470.315682084025
2022,04,025133,005,0130,11,02,8,1,21041102,2,1,2, ,2,66,6,5, ,2,2,17,4,2022,23,4,2022,1,1,1956,1, , , , , , , , , , , , , , ,522,5629,1, ,1,3,4,1,2022,0,9,9,9,9,0,9,45,1, ,1,2, , , ,1191,779, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,4,4,1, , ,1191,779, , ,1970,1970,1,427.508679951391
2022,04,025133,005,0130,11,03,8,1,21041105,3,1,2, ,1,30,6,5, ,3,3,17,4,2022,23,4,2022,5,10,1991,1, , , , , , , , , , , , , , ,778,3100,4,5,1,5,9,4,2022,0,8,8,0,0,0,0,16,2,72,2,1,2,90,20, , , , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1,390,87, , , , ,477,477,1,602.059718664705
2022,04,025133,005,0130,11,04,8,1,21041106,10,1,2, ,2,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,04,025133,005,0130,11,05,8,1,22041105,3,2, ,1,1,41,5,3, ,5,5,17,4,2022,23,4,2022,21,9,1980,1, , , , , , , , , , , , , , ,885,4922,2, ,1,1,4,5,2021,0,8,8,8,8,8,8,48,1, ,2,2, , , ,779,0, , ,1, , , , , , , , ,6,0,0,0,0,0,0,1,6,4,1, , ,779,0, , ,779,779,1,602.059718664705
2022,04,025133,005,0144,11,01,8,1,21041101,1,1,2, ,1,62,9,2, ,1,1,10,4,2022,16,4,2022,27,5,1959,1, , , , , , , , , , , , , , ,783,4321,2, ,1,1,4,3,2022,0,8,8,8,8,8,8,48,1, ,1,2, , , ,1000,0, , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,1000,0, , ,1000,1000,1,470.315682084025
2022,04,025133,005,0144,11,02,8,1,21041102,5,1,2, ,2,86,5,3, ,2,2,10,4,2022,16,4,2022,17,2,1936,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,9,2, , , , ,1,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,427.508679951391
2022,04,025260,005,0130,11,01,8,1,21041101,1,1,2, ,2,47,10,6, ,1,1,17,4,2022,23,4,2022,30,11,1974,1, , , , , , , , , , , , , , ,254,311,3,5,2, ,99,99,2018,0,8,8,8,8,8,0,40,1, ,1,2,4,7000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,7000,0, , , , ,7000,7000,1,349.779829051138
2022,04,025260,005,0130,11,02,8,1,21041102,2,1,2, ,1,61,6,5, ,2,2,17,4,2022,23,4,2022,6,6,1960,1, , , , , , , , , , , , , , ,952,5210,3,5,1,35,99,6,2020,0,8,8,8,8,8,4,44,1, ,2,2,4,2500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,2500,0, , , , ,2500,2500,1,384.803739886929
2022,04,025260,005,0131,11,01,8,1,21041101,1,1,2, ,1,51,10,5, ,1,1,24,4,2022,30,4,2022,31,3,1971,1, , , , , , , , , , , , , , ,423,8610,3,2,2, ,3,1,2022,0,8,8,8,8,8,0,40,1, ,2,2,4,4000,0, , , , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1,4000,0, , , , ,4000,4000,1,384.803739886929
2022,04,025260,005,0131,11,02,8,1,21041102,2,1,2, ,2,58,10,5, ,2,2,24,4,2022,30,4,2022,27,4,1964,2,1, , , , , , , , , , , , , ,239,8610,3,2,2, ,99,99,2007,0,0,0,0,0,0,0,0,2,36,2,2,4,5500,433, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,5500,433, , , , ,5933,5933,1,349.779829051138
2022,04,025260,005,0131,11,03,8,1,21041103,3,1,2, ,2,25,10,5, ,3,3,24,4,2022,30,4,2022,16,7,1996,1, , , , , , , , , , , , , , ,266,7310,2, ,1,1,99,10,2021,0,10,2,10,2,10,2,36,1, ,1,2, , , ,1600,0,500,0,0, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1, , ,1600,0,500,0,2100,1600,1,475.841628034804
2022,04,025260,005,0131,11,04,8,1,21041104,3,1,2, ,2,22,9,2, ,4,4,24,4,2022,30,4,2022,4,12,1999,1, , , , , , , , , , , , , , ,572,4791,3,5,1,2,99,12,2021,0,2,2,2,2,2,0,10,1, ,2,2,4,150,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,150,0, , , , ,150,150,1,507.087359726603
2022,04,025260,005,0131,11,05,8,1,21041105,3,1,2, ,1,20,9,3, ,5,5,24,4,2022,30,4,2022,7,8,2001,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,392,6020, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,1,0,0,0,0,0,0,1,6,4,4, , , , , , , , ,1,463.708902198008
2022,04,025260,005,0132,11,01,8,1,21041101,1,1,2, ,1,34,10,5, ,1,1,24,4,2022,30,4,2022,5,7,1987,1, , , , , , , , , , , , , , ,379,4659,3,5,2, ,99,99,2017,0,8,8,8,8,8,4,44,2,40,1,2,4,7500,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,7500,0, , , , ,7500,7500,1,492.594315271122
2022,04,025260,005,0132,11,02,8,1,22041102,11,1,2, ,2,24,9,4, ,2,2,24,4,2022,30,4,2022,2,10,1997,1, , , , , , , , , , , , , , ,572,4791,2, ,1,1,15,4,2022,3,4,4,4,4,4,3,26,1, ,2,2, , , ,200,30, , ,1, , , , , , , , ,5,0,0,0,0,0,0,1,6,4,1, , ,200,30, , ,230,230,1,507.087359726603
2022,04,025378,005,0116,11,01,8,1,21041101,1,1,2, ,1,45,10,5, ,1,2,24,4,2022,30,4,2022,28,10,1976,1, , , , , , , , , , , , , , ,219,7110,3,5,2, ,99,99,2010,0,10,10,10,10,10,0,50,1, ,2,2,4,6000,0, , , , ,1, , , , , , , , ,1,0,0,0,0,0,0,1,6,4,1,6000,0, , , , ,6000,6000,1,470.315682084025
